run_id,status,batch_size,sample_ids,input_lens,output_lens,max_input_len,max_output_len,max_n_generated,batch_ttft_ms,batch_e2e_ms,error
18,OK,8,"[4405, 5453, 9959, 9140, 4424, 740, 8862, 2656]","[57, 16, 40, 20, 41, 10, 42, 45]","[390, 270, 402, 2259, 632, 1114, 619, 255]",57,2259,2259,,14202.132,
19,OK,8,"[2974, 2958, 525, 6647, 494, 3194, 519, 550]","[41, 18, 25, 25, 40, 64, 61, 36]","[584, 576, 204, 1130, 667, 521, 1529, 842]",64,1529,1529,,9840.409,
20,OK,8,"[4090, 658, 6362, 473, 3564, 6252, 4287, 3317]","[11, 19, 10, 33, 17, 54, 48, 75]","[429, 588, 1062, 952, 1173, 650, 1023, 1084]",75,1173,1173,,7795.062,
21,OK,8,"[4717, 1971, 3524, 8630, 1719, 7331, 4500, 5423]","[12, 22, 34, 33, 46, 18, 20, 42]","[256, 433, 847, 287, 962, 1051, 164, 1294]",46,1294,1294,,8362.809,
22,OK,8,"[4808, 8553, 4628, 42, 6742, 16, 2259, 7758]","[55, 33, 8, 20, 36, 41, 13, 37]","[369, 334, 638, 424, 864, 650, 1367, 621]",55,1367,1367,,8722.724,
23,OK,8,"[3008, 8092, 2749, 8184, 6401, 8386, 4578, 960]","[10, 45, 33, 30, 30, 31, 19, 48]","[1391, 321, 553, 486, 2113, 2144, 709, 824]",48,2144,2144,,14118.246,
24,OK,8,"[7097, 5268, 779, 2351, 1861, 7904, 3626, 6066]","[42, 14, 13, 60, 15, 36, 36, 10]","[2242, 513, 1354, 838, 274, 716, 1925, 617]",60,2242,2242,,14638.81,
25,OK,8,"[3382, 2881, 7951, 2434, 9098, 6641, 4609, 5576]","[41, 23, 19, 32, 49, 40, 11, 38]","[900, 597, 216, 1486, 720, 1889, 225, 651]",49,1889,1889,,12202.343,
26,OK,8,"[1489, 1421, 2772, 9196, 6797, 9804, 4260, 7425]","[24, 30, 28, 22, 47, 22, 14, 19]","[304, 1084, 968, 779, 362, 1486, 367, 383]",47,1486,1486,,9535.225,
27,OK,8,"[9880, 2666, 6622, 7055, 3189, 4016, 5151, 3303]","[26, 28, 20, 20, 38, 38, 20, 32]","[165, 497, 230, 587, 769, 261, 700, 541]",38,769,769,,4995.749,
28,OK,8,"[1912, 297, 4144, 3687, 6561, 1403, 1506, 1012]","[47, 12, 17, 21, 49, 15, 23, 8]","[326, 406, 408, 673, 397, 1473, 348, 139]",49,1473,1473,,9220.635,
29,OK,8,"[1594, 6597, 7479, 9164, 134, 5011, 1318, 8838]","[12, 38, 52, 70, 14, 20, 26, 28]","[1727, 735, 297, 1144, 146, 497, 167, 309]",70,1727,1727,,10920.865,
30,OK,8,"[5152, 5937, 7339, 579, 1508, 4697, 153, 7502]","[20, 21, 19, 43, 14, 39, 42, 29]","[1147, 1402, 325, 411, 223, 857, 1612, 192]",43,1612,1612,,10463.252,
31,OK,8,"[7759, 4657, 693, 258, 439, 8288, 6304, 5603]","[13, 32, 15, 13, 20, 21, 30, 21]","[1785, 311, 196, 151, 674, 954, 187, 723]",32,1785,1785,,11219.155,
32,OK,8,"[4977, 8692, 7912, 6839, 9287, 2647, 9722, 804]","[24, 12, 46, 34, 20, 19, 39, 28]","[291, 443, 984, 327, 1046, 667, 1136, 769]",46,1136,1136,,7457.271,
33,OK,8,"[3326, 2663, 1112, 2347, 8199, 1029, 3982, 3213]","[21, 35, 22, 30, 7, 24, 53, 38]","[167, 577, 591, 781, 346, 931, 1107, 202]",53,1107,1107,,7160.223,
34,OK,8,"[1384, 1110, 2906, 7137, 9794, 1118, 2627, 8355]","[28, 38, 20, 11, 31, 45, 26, 27]","[585, 617, 128, 347, 1014, 434, 306, 1425]",45,1425,1425,,9073.851,
35,OK,8,"[8324, 3655, 9173, 4760, 8330, 9372, 5484, 7739]","[12, 37, 29, 28, 62, 52, 21, 32]","[951, 612, 340, 821, 358, 311, 183, 416]",62,951,951,,6104.396,
36,OK,8,"[1805, 912, 3526, 8847, 4569, 2964, 1908, 1888]","[37, 19, 36, 57, 31, 22, 24, 12]","[361, 970, 1065, 717, 1746, 681, 498, 1231]",57,1746,1746,,11276.622,
37,OK,8,"[1777, 3778, 1864, 6695, 1992, 884, 7089, 9227]","[25, 30, 54, 53, 28, 20, 3, 20]","[282, 510, 553, 596, 564, 530, 211, 654]",54,654,654,,4297.043,
38,OK,8,"[3160, 2585, 5338, 534, 8478, 9857, 3765, 1928]","[48, 27, 56, 10, 47, 53, 11, 13]","[1475, 1624, 539, 514, 488, 2313, 515, 705]",56,2313,2313,,14930.733,
39,OK,8,"[4750, 7259, 4693, 2056, 4100, 2619, 4179, 1735]","[65, 51, 19, 51, 15, 64, 22, 33]","[142, 378, 2033, 1675, 1169, 1466, 310, 605]",65,2033,2033,,13242.979,
40,OK,8,"[843, 3727, 7812, 5342, 9198, 4252, 155, 8208]","[35, 43, 33, 36, 38, 69, 42, 15]","[178, 193, 717, 227, 1593, 662, 1147, 1993]",69,1993,1993,,12905.597,
41,OK,8,"[8798, 2125, 1105, 7778, 6607, 1818, 6998, 2016]","[11, 32, 68, 14, 49, 28, 28, 20]","[380, 1407, 921, 840, 1104, 984, 600, 328]",68,1407,1407,,9162.3,
42,OK,8,"[7638, 3488, 5605, 3789, 5213, 7415, 8455, 8178]","[56, 8, 26, 19, 8, 47, 28, 10]","[491, 893, 372, 2278, 785, 555, 500, 339]",56,2278,2278,,14279.727,
43,OK,8,"[9462, 56, 6769, 5887, 7701, 9266, 5266, 7657]","[19, 27, 30, 46, 44, 28, 8, 27]","[1144, 269, 736, 994, 926, 1068, 1228, 531]",46,1228,1228,,8138.872,
44,OK,8,"[9957, 2053, 8432, 1779, 8143, 6213, 6463, 4668]","[47, 17, 39, 33, 22, 34, 15, 16]","[491, 275, 266, 507, 416, 388, 275, 144]",47,507,507,,3292.569,
45,OK,8,"[7260, 6945, 2092, 8155, 888, 3023, 7444, 7477]","[13, 51, 31, 22, 27, 32, 51, 26]","[420, 1567, 540, 534, 519, 1250, 258, 170]",51,1567,1567,,10026.862,
46,OK,8,"[708, 5169, 1843, 3865, 8949, 3048, 4119, 8716]","[6, 16, 36, 26, 55, 19, 57, 19]","[783, 866, 1814, 221, 369, 401, 882, 205]",57,1814,1814,,11448.727,
47,OK,8,"[6180, 2381, 9763, 4875, 6317, 6901, 1007, 5257]","[15, 15, 18, 43, 31, 73, 20, 62]","[595, 440, 359, 391, 351, 302, 657, 292]",73,657,657,,4254.752,
48,OK,8,"[1765, 5026, 1858, 183, 3470, 7248, 5339, 9658]","[11, 21, 25, 29, 34, 30, 39, 21]","[737, 264, 379, 746, 889, 807, 272, 2204]",39,2204,2204,,13879.34,
49,OK,8,"[9771, 3410, 4223, 67, 9787, 6992, 8865, 2487]","[46, 15, 26, 16, 61, 24, 42, 37]","[794, 722, 338, 845, 390, 1060, 714, 690]",61,1060,1060,,6916.735,
